x1,x2,x3,class
0.38363766879594063,-0.4421598456555077,-0.19645915430784486,0
-0.2550937741767036,-0.07522606561417607,0.2422525001141558,0
0.4602037073476986,0.37224236837758223,-0.7499318376833313,0
0.20646138587753202,1.4411233444637517,0.5333580900211619,0
-0.06373588747274667,-0.07973002427301734,-0.2157690044016891,0
0.3649783844657604,-1.1465833160730183,-0.21105441688067605,0
0.2257124080433029,-0.7331196540891272,-0.512982722535436,0
-0.020368215018954472,0.1103929401672936,1.1557965587991708,0
-0.33843698967080893,0.26828694978380724,0.8193834474710161,0
-0.1511928840267897,-0.4174927209182508,0.7710034191061943,0
0.05244303487554117,0.6261405145010686,-0.44169047162914166,0
0.006545989319225374,-0.4525021963945378,0.13910839913091497,0
-0.6523956235260723,0.11902553605100095,0.24011581953178535,0
-0.43056045471187515,0.24903581516399775,0.2118170243620318,0
0.47676716436280014,0.6917051406776579,0.17704158607841028,0
-0.45019569349559085,0.21913653224885418,-0.6856731117195998,0
0.44734629859332187,-0.017753259218459314,-0.8662863141216017,0
0.5695614752299356,0.8456650361859684,0.38244103027377574,0
0.2012900064198065,0.3903179179188114,-0.7852757553863675,0
0.2011250057988998,-0.1261908686177049,0.3543449950755019,0
-0.1985117589295744,0.7912267773368259,0.18489441670522305,0
-0.33107103882267636,0.7334914681012091,-0.5087957446062903,0
-0.3146941998346083,0.475757708240803,-0.19999017558360332,0
-0.4326938705331188,0.5880658802016163,0.18382653022241754,0
-0.09067205757811564,-0.9412019015342703,0.4692888936192451,0
-0.22898922622161222,-0.2596046733857635,0.09638591993311134,0
-1.333731735225927,0.3941531976175732,0.6364028255572076,0
-0.21027034919587942,-0.3157682086938732,0.41864001536250284,0
0.7883704255242173,0.2451602411619936,-0.5418143633985291,0
-0.6227743126889008,-0.8261183294797625,0.04442777843283083,0
0.00029419953552777336,0.06899106044336707,-0.9562815538020254,0
-0.05780765525466887,-0.3157844204152592,0.24257491431662007,0
-0.2715501759384386,0.045788685356135186,0.4420150165109084,0
-0.2876396334087719,0.4114416056295461,0.8028294158129767,0
-1.4754207964487525,-0.8834847992234848,-0.7194833044805963,0
0.7193042111267374,-0.5176861273997339,0.5712133934520416,0
0.06662360702320161,-0.02199895571804649,0.16360623775856942,0
0.5158232441332531,0.8618059806134444,-0.31768163771013247,0
